orf_id	associated_transcript_id	trans_len	reading_frame	ORF_start	ORF_end	peptide_coverage	CPAT_score	associated_peptide_id	ORF_length(nt)
SPENO000924	SPENT004287	689	3	156	311	0.7647	0.5063	SPENP012091,SPENP015136,SPENP016100,SPENP020437,SPENP012107,SPENP016160,SPENP020509,SPENP011899,SPENP014787,SPENP019871,SPENP011933,SPENP014909,SPENP015757,SPENP019974	156
SPENO000925	SPENT002322	916	1	19	342	0.1776	0.3525	SPENP004915	324
SPENO000926	SPENT003836	3116	2	3008	3082	0.3333	0.0002	SPENP016990	75
SPENO000927	SPENT002436	1363	1	760	900	0.1957	0.0018	SPENP006334	141
SPENO000928	SPENT003336	6910	2	818	871	0.6471	0.0012	SPENP011329	54
SPENO000929	SPENT000907	694	2	341	625	0.7447	0.2408	SPENP016911,SPENP016938,SPENP000737,SPENP001940,SPENP007817,SPENP008607,SPENP010819,SPENP010820,SPENP011645,SPENP012110,SPENP012841,SPENP013057,SPENP015176,SPENP023006,SPENP023007,SPENP024218,SPENP000706,SPENP001904,SPENP007734,SPENP008495,SPENP009598,SPENP010619,SPENP010620,SPENP011534,SPENP012065,SPENP013012,SPENP022860,SPENP022861,SPENP024161,SPENP025291,SPENP007606,SPENP008226,SPENP010163,SPENP010164,SPENP011343,SPENP022486,SPENP022487,SPENP023974,SPENP025143,SPENP008312,SPENP016959,SPENP001837,SPENP007608,SPENP008202,SPENP009493,SPENP010167,SPENP010168,SPENP011359,SPENP012928,SPENP022474,SPENP022475,SPENP023964,SPENP025140,SPENP011491,SPENP008174,SPENP010027,SPENP010028,SPENP022398,SPENP022399,SPENP025097,SPENP025818,SPENP026456,SPENP028732	285
SPENO000930	SPENT003164	837	1	163	330	0.4	0.0147	SPENP016768,SPENP009161,SPENP016893	168
SPENO000931	SPENT002443	745	3	129	164	0.9091	0.0014	SPENP006337	36
SPENO000932	SPENT003467	1460	3	1170	1379	0.2609	0.1997	SPENP011838	210
SPENO000933	SPENT004014	1091	3	45	617	0.3895	0.5931	SPENP027863,SPENP027905,SPENP028215,SPENP028046,SPENP028077,SPENP017451,SPENP028144,SPENP027876	573
SPENO000934	SPENT003174	2928	3	735	1232	0.3758	0.5134	SPENP009267,SPENP016514,SPENP019232,SPENP019233,SPENP019234,SPENP009210,SPENP018908,SPENP018909,SPENP018910,SPENP026245	498
SPENO000935	SPENT002093	4432	1	3280	3384	0.3529	0.0359	SPENP024558	105
SPENO000936	SPENT002497	1875	3	300	407	0.4571	0.0119	SPENP006599	108
SPENO000937	SPENT003632	2464	2	122	211	0.3448	0.0305	SPENP016863,SPENP016816	90
SPENO000938	SPENT002284	788	2	59	187	0.5714	0.0656	SPENP004811,SPENP011360,SPENP004808,SPENP008846,SPENP011357,SPENP012929,SPENP026352	129
SPENO000939	SPENT001440	2598	2	992	1162	0.1786	0.0212	SPENP003089,SPENP003063	171
SPENO000940	SPENT005974	8961	1	1603	1668	0.9524	0.0069	SPENP000749	66
SPENO000941	SPENT000031	898	3	621	737	0.7895	0.5149	SPENP016908,SPENP008857,SPENP012762,SPENP016496,SPENP025134,SPENP000784,SPENP016896,SPENP000862,SPENP023473,SPENP016823	117
SPENO000942	SPENT000236	3119	3	2793	3071	0.7065	0.4654	SPENP000677,SPENP001115,SPENP001577,SPENP004071,SPENP007107,SPENP008306,SPENP009499,SPENP010245,SPENP010246,SPENP011393,SPENP011995,SPENP012950,SPENP013398,SPENP015003,SPENP018233,SPENP019235,SPENP019236,SPENP019237,SPENP022666,SPENP022667,SPENP023332,SPENP024009,SPENP025182,SPENP001278,SPENP004397,SPENP007785,SPENP010713,SPENP010714,SPENP011582,SPENP013032,SPENP018359,SPENP023408,SPENP025335,SPENP000982,SPENP001503,SPENP001821,SPENP003971,SPENP006978,SPENP008129,SPENP009450,SPENP010039,SPENP010040,SPENP011942,SPENP013279,SPENP014868,SPENP018120,SPENP019046,SPENP019047,SPENP019048,SPENP022470,SPENP022471,SPENP023287,SPENP023549,SPENP023934,SPENP025101,SPENP001108,SPENP001863,SPENP004098,SPENP004829,SPENP007100,SPENP007640,SPENP008343,SPENP010279,SPENP010280,SPENP013404,SPENP018192,SPENP019229,SPENP019230,SPENP019231,SPENP023353,SPENP023614,SPENP023998,SPENP001242,SPENP001915,SPENP004333,SPENP004881,SPENP007244,SPENP007752,SPENP008511,SPENP010589,SPENP010590,SPENP011569,SPENP013023,SPENP013517,SPENP018317,SPENP023393,SPENP024151,SPENP025323,SPENP000937,SPENP001496,SPENP003828,SPENP006875,SPENP008052,SPENP009396,SPENP009941,SPENP009942,SPENP011911,SPENP013214,SPENP014820,SPENP018052,SPENP018959,SPENP018960,SPENP018961,SPENP022290,SPENP022291,SPENP023275,SPENP025071,SPENP007344,SPENP010781,SPENP010782,SPENP013558,SPENP018402,SPENP022994,SPENP022995,SPENP024212,SPENP001373,SPENP001748,SPENP001966,SPENP004622,SPENP007451,SPENP007862,SPENP010969,SPENP010970,SPENP011714,SPENP013626,SPENP018483,SPENP023136,SPENP023137,SPENP023430,SPENP024282,SPENP025431,SPENP001544,SPENP004015,SPENP018153,SPENP023314,SPENP001185,SPENP001611,SPENP004186,SPENP004857,SPENP007166,SPENP008376,SPENP010433,SPENP010434,SPENP011489,SPENP013445,SPENP018260,SPENP019319,SPENP019320,SPENP019321,SPENP022734,SPENP022735,SPENP023370,SPENP024078,SPENP025260,SPENP001352,SPENP001725,SPENP001959,SPENP004564,SPENP007423,SPENP007848,SPENP008661,SPENP009003,SPENP009661,SPENP010927,SPENP010928,SPENP011687,SPENP013075,SPENP013610,SPENP018456,SPENP019655,SPENP019656,SPENP019657,SPENP023086,SPENP023087,SPENP023423,SPENP024260,SPENP025410,SPENP025779,SPENP026327,SPENP026553,SPENP026964,SPENP026965,SPENP026978,SPENP026979,SPENP028594,SPENP029495,SPENP029496	279
SPENO000943	SPENT005960	543	3	27	260	0.2987	0.5053	SPENP009181,SPENP009172,SPENP012918,SPENP019073,SPENP019074,SPENP019075,SPENP019016,SPENP019017,SPENP019018	234
SPENO000944	SPENT002153	2158	2	947	1213	0.1705	0.8893	SPENP024739	267
SPENO000945	SPENT002491	632	1	13	63	1.0	0.0002	SPENP006607	51
SPENO000946	SPENT004471	784	2	119	151	0.8	0.0003	SPENP022186,SPENP022187	33
SPENO000947	SPENT003444	499	3	270	407	0.5111	0.3579	SPENP011709	138
SPENO000948	SPENT001307	1598	2	1484	1555	0.6957	0.0033	SPENP002622	72
SPENO000949	SPENT005545	1265	2	116	388	0.3667	0.1935	SPENP014992,SPENP014783,SPENP026420	273
SPENO000950	SPENT000256	355	1	7	114	0.2857	0.0167	SPENP000950,SPENP003874	108
SPENO000951	SPENT005096	614	3	435	530	0.4516	0.0158	SPENP012028	96
SPENO000952	SPENT000143	710	3	402	551	0.6939	0.9326	SPENP000820,SPENP011224,SPENP019796,SPENP007473,SPENP020644	150
SPENO000953	SPENT001650	2684	1	1021	1191	0.1607	0.0054	SPENP003784,SPENP024418,SPENP025035	171
SPENO000954	SPENT005295	563	3	138	395	0.1529	0.0396	SPENP012947	258
SPENO000955	SPENT003235	1618	3	15	1475	0.0391	1.0	SPENP010055,SPENP010056,SPENP009765,SPENP009766	1461
SPENO000956	SPENT000356	1554	3	33	386	0.2051	0.2098	SPENP001035,SPENP001038	354
SPENO000957	SPENT005892	11626	2	329	8944	0.5535	1.0	SPENP002714,SPENP004439,SPENP007808,SPENP010787,SPENP010788,SPENP012530,SPENP012531,SPENP017710,SPENP002698,SPENP004447,SPENP007801,SPENP008549,SPENP010727,SPENP010728,SPENP012522,SPENP012523,SPENP014460,SPENP016128,SPENP017738,SPENP002314,SPENP004028,SPENP007624,SPENP008206,SPENP010121,SPENP010122,SPENP011339,SPENP012312,SPENP012313,SPENP015838,SPENP017349,SPENP025155,SPENP009925,SPENP009926,SPENP012212,SPENP012213,SPENP017163,SPENP004029,SPENP011340,SPENP002393,SPENP004082,SPENP007634,SPENP008318,SPENP010255,SPENP010256,SPENP011423,SPENP014219,SPENP015853,SPENP017427,SPENP025193,SPENP011205,SPENP011206,SPENP014731,SPENP016429,SPENP017988,SPENP004461,SPENP008551,SPENP010765,SPENP010766,SPENP011615,SPENP014439,SPENP016148,SPENP017715,SPENP004298,SPENP000834,SPENP002843,SPENP004593,SPENP007860,SPENP008680,SPENP010947,SPENP010948,SPENP011703,SPENP014578,SPENP016265,SPENP017842,SPENP025420,SPENP002512,SPENP004177,SPENP008375,SPENP010353,SPENP010354,SPENP014268,SPENP015964,SPENP017515,SPENP025243,SPENP002639,SPENP004317,SPENP007738,SPENP008477,SPENP010567,SPENP010568,SPENP011537,SPENP014369,SPENP016059,SPENP017657,SPENP025309,SPENP004614,SPENP008685,SPENP010985,SPENP010986,SPENP012618,SPENP012619,SPENP014600,SPENP016271,SPENP017848,SPENP015923,SPENP004689,SPENP007903,SPENP008732,SPENP011077,SPENP011078,SPENP011763,SPENP012676,SPENP012677,SPENP016354,SPENP002606,SPENP012470,SPENP012471,SPENP016065,SPENP001099,SPENP002419,SPENP004042,SPENP008317,SPENP010331,SPENP010332,SPENP011402,SPENP014228,SPENP015901,SPENP017457,SPENP025214,SPENP002683,SPENP004462,SPENP008573,SPENP010723,SPENP010724,SPENP016109,SPENP002871,SPENP004632,SPENP007878,SPENP008700,SPENP011019,SPENP011020,SPENP011731,SPENP014610,SPENP016300,SPENP017873,SPENP025448,SPENP002803,SPENP004585,SPENP007843,SPENP008665,SPENP010903,SPENP010904,SPENP011686,SPENP014552,SPENP016238,SPENP017820,SPENP002080,SPENP003808,SPENP007535,SPENP008002,SPENP009849,SPENP009850,SPENP011235,SPENP012174,SPENP012175,SPENP013942,SPENP015563,SPENP017120,SPENP025001,SPENP001991,SPENP007943,SPENP009767,SPENP009768,SPENP015506,SPENP002372,SPENP004078,SPENP008310,SPENP010269,SPENP010270,SPENP012336,SPENP012337,SPENP014204,SPENP015842,SPENP017429,SPENP004655,SPENP008714,SPENP011041,SPENP011042,SPENP016317,SPENP000848,SPENP002107,SPENP003820,SPENP007527,SPENP007982,SPENP009889,SPENP009890,SPENP013966,SPENP015551,SPENP017084,SPENP025033,SPENP002493,SPENP004214,SPENP007685,SPENP008414,SPENP010383,SPENP010384,SPENP015973,SPENP017507,SPENP004142,SPENP002681,SPENP004434,SPENP007805,SPENP008553,SPENP010725,SPENP010726,SPENP011627,SPENP012524,SPENP012525,SPENP014463,SPENP016130,SPENP017741,SPENP025367,SPENP004690,SPENP007905,SPENP008733,SPENP011765,SPENP014657,SPENP016364,SPENP017936,SPENP010495,SPENP010496,SPENP000861,SPENP009877,SPENP009878,SPENP017104,SPENP007511,SPENP012156,SPENP012157,SPENP016994,SPENP001298,SPENP002705,SPENP004442,SPENP010733,SPENP010734,SPENP000798,SPENP002005,SPENP003754,SPENP007957,SPENP009753,SPENP009754,SPENP011225,SPENP013918,SPENP015524,SPENP017010,SPENP024975,SPENP002648,SPENP004394,SPENP008541,SPENP010679,SPENP010680,SPENP014415,SPENP016097,SPENP017675,SPENP025334,SPENP001341,SPENP002789,SPENP004534,SPENP016207,SPENP025394,SPENP008744,SPENP011117,SPENP011118,SPENP016374,SPENP017943,SPENP003890,SPENP015695,SPENP010009,SPENP010010,SPENP017271,SPENP025083,SPENP002006,SPENP003726,SPENP015501,SPENP017047,SPENP000961,SPENP002140,SPENP003876,SPENP007565,SPENP008066,SPENP009921,SPENP009922,SPENP011269,SPENP014015,SPENP015679,SPENP017185,SPENP025052,SPENP004722,SPENP011809,SPENP002449,SPENP004181,SPENP007692,SPENP008407,SPENP010459,SPENP010460,SPENP011490,SPENP012384,SPENP012385,SPENP014290,SPENP015934,SPENP017537,SPENP002220,SPENP003893,SPENP007582,SPENP008183,SPENP010021,SPENP010022,SPENP011321,SPENP012270,SPENP012271,SPENP014047,SPENP015735,SPENP017235,SPENP025111,SPENP002398,SPENP004079,SPENP002312,SPENP008208,SPENP017364,SPENP002895,SPENP004656,SPENP007889,SPENP008713,SPENP011039,SPENP011040,SPENP014627,SPENP016315,SPENP017904,SPENP004471,SPENP008558,SPENP010737,SPENP010738,SPENP011621,SPENP016129,SPENP001177,SPENP002494,SPENP004207,SPENP007682,SPENP008369,SPENP010355,SPENP010356,SPENP012396,SPENP012397,SPENP012158,SPENP012159,SPENP016991,SPENP002461,SPENP008408,SPENP010447,SPENP010448,SPENP012386,SPENP012387,SPENP014288,SPENP015968,SPENP017546,SPENP002885,SPENP004657,SPENP007884,SPENP011037,SPENP011038,SPENP011742,SPENP014624,SPENP016310,SPENP000858,SPENP002037,SPENP003822,SPENP007541,SPENP007974,SPENP009797,SPENP009798,SPENP013941,SPENP015560,SPENP017087,SPENP025036,SPENP002919,SPENP004684,SPENP007907,SPENP008742,SPENP011089,SPENP011090,SPENP011769,SPENP014659,SPENP016357,SPENP017923,SPENP016363,SPENP004502,SPENP008599,SPENP010817,SPENP010818,SPENP014508,SPENP016177,SPENP017765,SPENP025383,SPENP002330,SPENP003998,SPENP008204,SPENP010151,SPENP010152,SPENP011372,SPENP012298,SPENP012299,SPENP014164,SPENP015778,SPENP017369,SPENP025165,SPENP002915,SPENP008730,SPENP011065,SPENP011066,SPENP011753,SPENP012658,SPENP012659,SPENP014642,SPENP016345,SPENP017913,SPENP002790,SPENP008624,SPENP010887,SPENP010888,SPENP012566,SPENP012567,SPENP014527,SPENP016194,SPENP017798,SPENP025386,SPENP002607,SPENP004324,SPENP008499,SPENP010577,SPENP010578,SPENP012480,SPENP012481,SPENP014362,SPENP016040,SPENP017629,SPENP000910,SPENP002163,SPENP003838,SPENP007563,SPENP008094,SPENP009979,SPENP009980,SPENP012228,SPENP012229,SPENP013990,SPENP015627,SPENP017144,SPENP025050,SPENP002021,SPENP003750,SPENP007965,SPENP013903,SPENP015534,SPENP017016,SPENP024991,SPENP002113,SPENP003790,SPENP000867,SPENP002089,SPENP003819,SPENP007526,SPENP008006,SPENP009869,SPENP009870,SPENP012198,SPENP012199,SPENP013965,SPENP015572,SPENP017110,SPENP025030,SPENP004514,SPENP008643,SPENP016211,SPENP002445,SPENP008335,SPENP015894,SPENP017413,SPENP002243,SPENP003937,SPENP010087,SPENP010088,SPENP017288,SPENP001988,SPENP003759,SPENP007515,SPENP007952,SPENP009737,SPENP009738,SPENP013915,SPENP015526,SPENP017009,SPENP024973,SPENP003900,SPENP002880,SPENP008707,SPENP010997,SPENP010998,SPENP011734,SPENP012632,SPENP012633,SPENP014617,SPENP016294,SPENP017874,SPENP002556,SPENP004299,SPENP008425,SPENP010487,SPENP010488,SPENP012412,SPENP012413,SPENP014341,SPENP015987,SPENP017559,SPENP025263,SPENP000975,SPENP002260,SPENP003969,SPENP007586,SPENP008157,SPENP010103,SPENP010104,SPENP014044,SPENP015743,SPENP017249,SPENP025110,SPENP002814,SPENP004582,SPENP007844,SPENP008658,SPENP010925,SPENP010926,SPENP016237,SPENP017809,SPENP007906,SPENP008731,SPENP011093,SPENP011094,SPENP014652,SPENP016362,SPENP017933,SPENP003728,SPENP009777,SPENP009778,SPENP015522,SPENP017015,SPENP002467,SPENP004183,SPENP007694,SPENP008415,SPENP010451,SPENP010452,SPENP011486,SPENP014292,SPENP015918,SPENP017540,SPENP001378,SPENP002875,SPENP004641,SPENP007873,SPENP008704,SPENP011017,SPENP011018,SPENP011724,SPENP012640,SPENP012641,SPENP014611,SPENP016297,SPENP017878,SPENP001312,SPENP002722,SPENP004427,SPENP008557,SPENP010745,SPENP010746,SPENP011636,SPENP014445,SPENP016125,SPENP017736,SPENP025353,SPENP002580,SPENP004243,SPENP007720,SPENP008434,SPENP010469,SPENP010470,SPENP012442,SPENP012443,SPENP014324,SPENP016005,SPENP017572,SPENP025267,SPENP002450,SPENP004204,SPENP007697,SPENP008411,SPENP010453,SPENP010454,SPENP011492,SPENP012388,SPENP012389,SPENP014284,SPENP015971,SPENP017541,SPENP025239,SPENP004673,SPENP007897,SPENP008727,SPENP011069,SPENP011070,SPENP011756,SPENP014646,SPENP016340,SPENP001167,SPENP002471,SPENP004213,SPENP007684,SPENP008404,SPENP010443,SPENP010444,SPENP011493,SPENP012390,SPENP012391,SPENP014278,SPENP015969,SPENP017510,SPENP002388,SPENP004083,SPENP007635,SPENP008324,SPENP010247,SPENP010248,SPENP011426,SPENP014210,SPENP015858,SPENP017420,SPENP002018,SPENP015535,SPENP017030,SPENP004348,SPENP002211,SPENP003916,SPENP008123,SPENP010069,SPENP010070,SPENP011300,SPENP012260,SPENP012261,SPENP014053,SPENP015759,SPENP017214,SPENP001112,SPENP002423,SPENP004091,SPENP007655,SPENP008321,SPENP010301,SPENP010302,SPENP011439,SPENP012352,SPENP012353,SPENP014178,SPENP015871,SPENP017432,SPENP025178,SPENP002421,SPENP004111,SPENP008270,SPENP010231,SPENP010232,SPENP014207,SPENP015910,SPENP017452,SPENP002227,SPENP003931,SPENP008156,SPENP009999,SPENP010000,SPENP012256,SPENP012257,SPENP014069,SPENP015761,SPENP017223,SPENP025123,SPENP000805,SPENP001994,SPENP003729,SPENP009757,SPENP009758,SPENP015537,SPENP017006,SPENP002172,SPENP008041,SPENP009973,SPENP009974,SPENP015637,SPENP017189,SPENP002436,SPENP004043,SPENP008338,SPENP010323,SPENP010324,SPENP014231,SPENP015899,SPENP017445,SPENP008761,SPENP011163,SPENP011164,SPENP014699,SPENP016401,SPENP017963,SPENP002280,SPENP003923,SPENP007592,SPENP008153,SPENP010105,SPENP010106,SPENP011334,SPENP012294,SPENP012295,SPENP014031,SPENP015739,SPENP017264,SPENP025095,SPENP008547,SPENP010709,SPENP010710,SPENP002478,SPENP004158,SPENP008357,SPENP010429,SPENP010430,SPENP011456,SPENP014261,SPENP015948,SPENP002203,SPENP008113,SPENP010003,SPENP010004,SPENP017233,SPENP002457,SPENP004187,SPENP007680,SPENP008394,SPENP010389,SPENP010390,SPENP011481,SPENP014273,SPENP015926,SPENP017531,SPENP025230,SPENP002763,SPENP004510,SPENP008615,SPENP002481,SPENP004185,SPENP007679,SPENP008405,SPENP010405,SPENP010406,SPENP011484,SPENP012410,SPENP012411,SPENP015922,SPENP017513,SPENP001349,SPENP002793,SPENP004527,SPENP007825,SPENP008642,SPENP010861,SPENP010862,SPENP011679,SPENP016213,SPENP017803,SPENP002525,SPENP004245,SPENP007717,SPENP008439,SPENP016017,SPENP004495,SPENP002174,SPENP003862,SPENP008058,SPENP009967,SPENP009968,SPENP014000,SPENP015633,SPENP017155,SPENP025054,SPENP004388,SPENP002951,SPENP004705,SPENP007912,SPENP008752,SPENP011129,SPENP011130,SPENP011786,SPENP012688,SPENP012689,SPENP014682,SPENP016384,SPENP017949,SPENP004375,SPENP007782,SPENP008534,SPENP010683,SPENP010684,SPENP002610,SPENP004318,SPENP007742,SPENP008510,SPENP010605,SPENP010606,SPENP011553,SPENP012450,SPENP012451,SPENP014344,SPENP016046,SPENP017622,SPENP025305,SPENP002598,SPENP004369,SPENP007739,SPENP008498,SPENP010603,SPENP010604,SPENP011551,SPENP014351,SPENP016043,SPENP017651,SPENP025303,SPENP002901,SPENP004668,SPENP007892,SPENP008722,SPENP011051,SPENP011052,SPENP011747,SPENP012656,SPENP012657,SPENP014633,SPENP016329,SPENP017906,SPENP025455,SPENP002030,SPENP003730,SPENP007972,SPENP009739,SPENP009740,SPENP015543,SPENP017027,SPENP001019,SPENP002240,SPENP003972,SPENP007579,SPENP008119,SPENP010025,SPENP010026,SPENP011336,SPENP012254,SPENP012255,SPENP014049,SPENP015706,SPENP017283,SPENP025098,SPENP002996,SPENP008769,SPENP011193,SPENP011194,SPENP011808,SPENP014722,SPENP016417,SPENP017982,SPENP025490,SPENP004472,SPENP010731,SPENP010732,SPENP014432,SPENP016152,SPENP002744,SPENP010827,SPENP010828,SPENP014490,SPENP016170,SPENP001181,SPENP002466,SPENP004145,SPENP007687,SPENP008389,SPENP010455,SPENP010456,SPENP011470,SPENP014242,SPENP015959,SPENP017486,SPENP025251,SPENP014243,SPENP015940,SPENP002954,SPENP004708,SPENP007911,SPENP008756,SPENP011137,SPENP011138,SPENP011781,SPENP014683,SPENP016387,SPENP017955,SPENP002760,SPENP004545,SPENP007829,SPENP008634,SPENP010871,SPENP010872,SPENP011680,SPENP012578,SPENP012579,SPENP014540,SPENP016190,SPENP017784,SPENP015520,SPENP017014,SPENP002600,SPENP004339,SPENP001135,SPENP002444,SPENP004053,SPENP007646,SPENP008280,SPENP010337,SPENP010338,SPENP011401,SPENP012342,SPENP012343,SPENP014222,SPENP015872,SPENP017410,SPENP025218,SPENP003946,SPENP028894,SPENP028901,SPENP028909,SPENP028957,SPENP029026,SPENP029032,SPENP029040,SPENP029053,SPENP029057,SPENP029083,SPENP029085,SPENP029088,SPENP029092,SPENP029101,SPENP029113,SPENP029125,SPENP029138,SPENP029143,SPENP029248,SPENP029281,SPENP029289,SPENP029300,SPENP029335,SPENP029341,SPENP029351	8616
SPENO000958	SPENT001303	1879	2	1637	1708	0.6957	0.0033	SPENP002622	72
SPENO000959	SPENT003533	746	3	210	575	0.0744	0.0903	SPENP016719	366
SPENO000960	SPENT000376	598	1	13	510	0.0727	0.1006	SPENP001050	498
SPENO000961	SPENT000742	436	3	51	161	0.3611	0.013	SPENP001585	111
SPENO000962	SPENT002024	398	1	220	342	0.225	0.0101	SPENP024393	123
SPENO000963	SPENT003509	2958	2	1226	1432	0.1324	0.001	SPENP016704	207
SPENO000964	SPENT004503	4600	2	2702	2830	0.2381	0.0326	SPENP022318,SPENP022319	129
SPENO000965	SPENT003778	303	2	74	256	0.3833	0.2792	SPENP017648,SPENP022854,SPENP022855,SPENP017591,SPENP022806,SPENP022807,SPENP029129	183
SPENO000966	SPENT005608	1143	3	366	458	0.4333	0.0056	SPENP015000,SPENP015855	93
SPENO000967	SPENT002342	274	2	2	151	0.2041	0.1888	SPENP005169,SPENP005170,SPENP005171,SPENP005172,SPENP005173	150
SPENO000968	SPENT005389	1512	2	269	547	0.2717	0.0174	SPENP013649	279
SPENO000969	SPENT005996	3920	1	793	1098	0.1386	0.0922	SPENP000296	306
SPENO000970	SPENT004033	2946	3	159	215	0.8333	0.003	SPENP017577,SPENP020337	57
SPENO000971	SPENT003010	407	3	207	407	0.1515	0.1066	SPENP025063	201
SPENO000972	SPENT002585	580	3	357	470	0.7297	0.013	SPENP007302,SPENP015125,SPENP018363,SPENP020457,SPENP022924,SPENP022925,SPENP006863,SPENP018061,SPENP019944	114
SPENO000973	SPENT001938	1172	1	823	888	1.0	0.009	SPENP004572,SPENP007850	66
SPENO000974	SPENT003695	677	3	207	377	0.1607	0.0916	SPENP016842	171
SPENO000975	SPENT005054	2100	1	157	279	0.275	0.0063	SPENP011928	123
SPENO000976	SPENT000175	1620	3	279	551	0.4778	0.3214	SPENP018403,SPENP008203,SPENP008191,SPENP000863,SPENP002100,SPENP017108,SPENP018048,SPENP000402,SPENP001264,SPENP004349,SPENP017618	273
SPENO000977	SPENT001462	391	2	89	352	0.1494	0.0584	SPENP003168,SPENP015317	264
SPENO000978	SPENT003957	2059	1	1216	1506	0.2083	0.0082	SPENP016990,SPENP023595	291
SPENO000979	SPENT005995	1021	3	111	356	0.2469	0.0222	SPENP000512	246
SPENO000980	SPENT005447	1142	2	641	703	0.45	0.016	SPENP013900,SPENP015507,SPENP013967,SPENP015571	63
SPENO000981	SPENT003300	7021	2	4085	4300	0.3803	0.0007	SPENP011071,SPENP011072	216
SPENO000982	SPENT005713	3943	2	941	1066	0.5854	0.0015	SPENP016301	126
SPENO000983	SPENT004390	423	1	85	423	0.1607	0.0736	SPENP020460	339
SPENO000984	SPENT004788	1636	1	355	699	0.1053	0.0123	SPENP023595	345
SPENO000985	SPENT002907	1126	2	611	964	0.1111	0.1133	SPENP008304,SPENP014184,SPENP015881	354
SPENO000986	SPENT000604	477	3	324	467	0.1915	0.2117	SPENP028881,SPENP006835,SPENP029033,SPENP028985,SPENP029253	144
SPENO000987	SPENT000604	477	3	90	305	0.2113	0.1729	SPENP001628,SPENP001889,SPENP006564,SPENP007232,SPENP008430,SPENP010473,SPENP010474,SPENP012045,SPENP012990,SPENP024098	216
SPENO000988	SPENT003690	402	1	64	171	0.2571	0.6206	SPENP016836	108
SPENO000989	SPENT005968	9627	1	4399	4473	0.6667	0.0024	SPENP000713	75
SPENO000990	SPENT002256	359	3	57	200	0.8298	0.1123	SPENP004773,SPENP011262,SPENP004909,SPENP007803,SPENP011619,SPENP012518,SPENP012519,SPENP013046,SPENP018674,SPENP018675,SPENP022970,SPENP022971,SPENP004862,SPENP004763,SPENP011298,SPENP016463,SPENP022354,SPENP022355,SPENP007576,SPENP011316,SPENP012912,SPENP016483,SPENP022406,SPENP022407,SPENP026494	144
SPENO000991	SPENT005675	5725	3	2028	2360	0.0909	0.836	SPENP015621	333
SPENO000992	SPENT006053	1629	3	237	404	0.2909	0.708	SPENP000395	168
SPENO000993	SPENT005265	588	3	51	284	0.2338	0.1324	SPENP012829	234
SPENO000994	SPENT003647	392	3	3	170	0.1636	0.1692	SPENP016810	168
SPENO000995	SPENT003475	1555	3	1446	1529	0.7037	0.0001	SPENP011840	84
SPENO000996	SPENT003731	1017	1	682	894	0.5714	0.0618	SPENP016873,SPENP014725	213
SPENO000997	SPENT001385	2677	1	2278	2478	0.3182	0.0277	SPENP002813,SPENP010897,SPENP010898,SPENP013081,SPENP018454	201
SPENO000998	SPENT000235	726	2	80	526	0.5676	0.998	SPENP000893,SPENP001208,SPENP007706,SPENP009563,SPENP012805,SPENP001241,SPENP007741,SPENP001206,SPENP009566,SPENP001097,SPENP009570	447
